SecCode,File,ProposalName,ProposalContent,ProposalCandidate,ProposalResult,ProposalVote
94020,94020_20240702.htm,第２号議案,取締役14名選任の件,松波啓三,可決,98.6
94020,94020_20240702.htm,第２号議案,取締役14名選任の件,寺井幸嗣,可決,98.58
94020,94020_20240702.htm,第２号議案,取締役14名選任の件,野崎幹雄,可決,98.59
94020,94020_20240702.htm,第２号議案,取締役14名選任の件,古池計明,可決,98.6
94020,94020_20240702.htm,第３号議案,監査役３名選任の件,富田悦司,可決,98.63
94020,94020_20240702.htm,第３号議案,監査役３名選任の件,小笠原剛,可決,96.53
94020,94020_20240702.htm,第３号議案,監査役３名選任の件,勝野　哲,可決,96.52
19660,19660_20240129.htm,議案,"会社法第156条第１項及び当社定款第14条の６の規定に基づき、当該株主総会終結の時から令和６年３月31日までに、当社優先株式（Ｂ種株式）を株式総数1,500,000株、取得価額の総額1,500,000,000円を限度として、金銭の交付をもって取得する。",,可決,97.54
46420,46420_20240328.htm,第１号議案,剰余金処分の件。当社普通株式１株につき金32円,null,可決,99.8
46420,46420_20240328.htm,第２号議案,取締役６名選任の件,菅　伸彦,可決,98.9
46420,46420_20240328.htm,第２号議案,取締役６名選任の件,梶川　努,可決,99.8
46420,46420_20240328.htm,第２号議案,取締役６名選任の件,牧瀨　統,可決,99.8
46420,46420_20240328.htm,第２号議案,取締役６名選任の件,吉良　薫,可決,99.7
46420,46420_20240328.htm,第２号議案,取締役６名選任の件,大東　達也,可決,99.7
46420,46420_20240328.htm,第２号議案,取締役６名選任の件,上符　勝弘,可決,99.7
46420,46420_20240328.htm,第３号議案,補欠社外監査役選任の件,豊本　裕司,可決,99.4
42180,42180_20240627.htm,第１号議案,剰余金の処分の件,,可決,98.95
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,高津　敏明,可決,93.98
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,酒井　寛規,可決,95.31
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,原　秀昭,可決,95.3
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,髙橋　泰彦,可決,95.31
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,清水　與二,可決,95.21
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,石原　達夫,可決,95.34
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,佐藤　彰紘,可決,95.41
42180,42180_20240627.htm,第２号議案,取締役８名選任の件,真田　弘美,可決,96.72
42180,42180_20240627.htm,第３号議案,監査役１名および補欠監査役１名選任の件,坂本　修,可決,95.57
42180,42180_20240627.htm,第３号議案,監査役１名および補欠監査役１名選任の件,市川　一郎,可決,98.9
28060,28060_20240627.htm,第１号議案,剰余金処分の件,null,可決,93.35
28060,28060_20240627.htm,第２号議案,取締役４名選任の件,橋本　　淳,可決,83.64
28060,28060_20240627.htm,第２号議案,取締役４名選任の件,山本　芳明,可決,88.01
28060,28060_20240627.htm,第２号議案,取締役４名選任の件,大茂　為継,可決,87.98
28060,28060_20240627.htm,第２号議案,取締役４名選任の件,日野恵美子,可決,87.99
28060,28060_20240627.htm,第３号議案,監査役１名選任の件,中野　晴之,可決,88.0
28060,28060_20240627.htm,第４号議案,剰余金の処分の件,null,否決,12.33
28060,28060_20240627.htm,第５号議案,定款一部変更の件①,null,否決,12.41
28060,28060_20240627.htm,第６号議案,定款一部変更の件②,null,否決,12.44
28060,28060_20240627.htm,第７号議案,定款一部変更の件③,null,否決,12.42
28060,28060_20240627.htm,第９号議案,定款一部変更の件④,null,否決,12.33
68440,68440_20240701.htm,第１号議案,"剰余金処分の件
期末配当に関する事項
当社普通株式１株につき金130円",,可決,99.49
68440,68440_20240701.htm,第２号議案,取締役６名選任の件,田中信吉,可決,90.07
68440,68440_20240701.htm,第２号議案,取締役６名選任の件,堀口健治,可決,97.5
68440,68440_20240701.htm,第２号議案,取締役６名選任の件,受川修,可決,99.0
68440,68440_20240701.htm,第２号議案,取締役６名選任の件,佐々木正博,可決,99.0
68440,68440_20240701.htm,第２号議案,取締役６名選任の件,西山佳宏,可決,98.97
68440,68440_20240701.htm,第２号議案,取締役６名選任の件,北代八重子,可決,98.99
68440,68440_20240701.htm,第３号議案,補欠監査役１名選任の件,千葉昌治,可決,99.09
49980,49980_20240705.htm,第１号議案,剰余金処分の件,,可決,99.27
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,大下一明,可決,96.05
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,加藤孝彦,可決,96.99
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,Dato’Brian Tan Guan Hooi,可決,98.78
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,力石敬三,可決,98.67
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,村元俊亮,可決,98.77
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,井上裕章,可決,98.82
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,郷原和哉,可決,98.73
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,土井将和,可決,98.81
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,杉山隆史,可決,98.75
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,中野佳信,可決,98.65
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,國富純,可決,98.65
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,古屋雅弘,可決,98.76
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,安倍寛信,可決,98.61
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,武井康年,可決,98.57
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,三宅稔子,可決,98.74
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,吉島亨,可決,98.28
49980,49980_20240705.htm,第２号議案,取締役17名選任の件,的場稔,可決,98.75
49980,49980_20240705.htm,第３号議案,監査役２名選任の件,田辺由來夫,可決,98.79
49980,49980_20240705.htm,第３号議案,監査役２名選任の件,小松原浩平,可決,98.43
49980,49980_20240705.htm,第４号議案,退任監査役に対し退職慰労金贈呈の件,早稲田幸雄,可決,88.79
49980,49980_20240705.htm,第５号議案,当社株式等に対する大規模買付行為への対応方針（買収防衛策）の更新の件,,可決,95.96
73780,73780_20240129.htm,第１号議案,剰余金の処分の件,,可決,98.3
73780,73780_20240129.htm,第２号議案,定款一部変更の件,,可決,98.18
73780,73780_20240129.htm,第３号議案,監査等委員でない取締役２名選任の件,中山　博登,可決,96.32
73780,73780_20240129.htm,第３号議案,監査等委員でない取締役２名選任の件,川村　悟士,可決,96.3
73780,73780_20240129.htm,第４号議案,監査等委員である取締役４名選任の件,田中　一吉,可決,96.5
73780,73780_20240129.htm,第４号議案,監査等委員である取締役４名選任の件,麻生　要一,可決,96.47
73780,73780_20240129.htm,第４号議案,監査等委員である取締役４名選任の件,大村　由紀子,可決,96.48
73780,73780_20240129.htm,第４号議案,監査等委員である取締役４名選任の件,横山　信,可決,96.46
73780,73780_20240129.htm,第５号議案,監査等委員でない取締役の報酬額設定の件,,可決,95.17
73780,73780_20240129.htm,第６号議案,監査等委員である取締役の報酬額設定の件,,可決,95.16
73780,73780_20240129.htm,第７号議案,監査等委員でない取締役（社外取締役を除く。）に対する譲渡制限付株式の割当てのための報酬等の額決定の件,,可決,95.35
59450,59450_20240628.htm,第１号議案,剰余金の処分の件,,可決,89.33
59450,59450_20240628.htm,第２号議案,監査役３名選任の件,鈴木良典,可決,89.34
59450,59450_20240628.htm,第２号議案,監査役３名選任の件,大庭晋一,可決,89.34
59450,59450_20240628.htm,第２号議案,監査役３名選任の件,大池源之,可決,89.33
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,95.79
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,97.49
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,97.63
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,97.58
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,95.63
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,97.17
34460,34460_20240930.htm,第１号議案　取締役７名選任の件,取締役として、津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏を選任する,津村尚史、金岡政彦、日谷哲也、辻岡正憲、川﨑望、松見芳男、長谷川功宏,可決,97.44
34460,34460_20240930.htm,第２号議案　監査役３名選任の件,監査役として、綾部剛、梅田浩章、片岡牧を選任する,綾部剛、梅田浩章、片岡牧,可決,97.47
34460,34460_20240930.htm,第２号議案　監査役３名選任の件,監査役として、綾部剛、梅田浩章、片岡牧を選任する,綾部剛、梅田浩章、片岡牧,可決,97.48
34460,34460_20240930.htm,第２号議案　監査役３名選任の件,監査役として、綾部剛、梅田浩章、片岡牧を選任する,綾部剛、梅田浩章、片岡牧,可決,97.49
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,小丸成洋,可決,96.96
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,熊野弘幸,可決,97.07
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,藤田眞司,可決,99.37
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,前田美穂,可決,98.31
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,野中智子,可決,98.32
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,冨村和光,可決,98.31
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,重枝豊英,可決,98.31
90750,90750_20240624.htm,第１号議案,取締役８名選任の件,大本卓志,可決,98.31
90750,90750_20240624.htm,第２号議案,監査役１名選任の件,原信介,可決,99.97
40750,40750_20241031.htm,第１号議案,取締役５名選任の件,齋藤佐和子,可決,98.68
40750,40750_20241031.htm,第１号議案,取締役５名選任の件,中澤宣貴,可決,98.69
40750,40750_20241031.htm,第１号議案,取締役５名選任の件,河田哲,可決,98.69
40750,40750_20241031.htm,第１号議案,取締役５名選任の件,林琢磨,可決,98.69
40750,40750_20241031.htm,第１号議案,取締役５名選任の件,日置健二,可決,98.68
40750,40750_20241031.htm,第２号議案,監査役３名選任の件,鈴木誠二郎,可決,98.88
40750,40750_20241031.htm,第２号議案,監査役３名選任の件,前田昌太朗,可決,98.92
40750,40750_20241031.htm,第２号議案,監査役３名選任の件,小泉由美子,可決,98.92
63470,63470_20240627.htm,第１号議案,剰余金処分の件,,可決,96.85
63470,63470_20240627.htm,第２号議案,取締役４名選任の件,古野孝志,可決,96.32
63470,63470_20240627.htm,第２号議案,取締役４名選任の件,菊池敏文,可決,96.58
63470,63470_20240627.htm,第２号議案,取締役４名選任の件,池上聖次郎,可決,96.14
63470,63470_20240627.htm,第２号議案,取締役４名選任の件,江本克也,可決,96.16
96870,96870_20240704.htm,第１号議案,"剰余金処分の件
当社普通株式　１株につき226円（うち普通配当:88円、記念配当:138円）の金銭による配当を行う。",,可決,99.9
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",河村　具美,可決,84.8
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",松岡　洋一,可決,99.8
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",阿佐見　俊一,可決,99.9
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",照内　定光,可決,99.9
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",川辺　恭輔,可決,99.9
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",多和田　英俊,可決,99.9
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",井口　広,可決,99.9
96870,96870_20240704.htm,第２号議案,"取締役８名選任の件
取締役として、河村具美、松岡洋一、阿佐見俊一、照内定光、川辺恭輔、多和田英俊、井口広、鈴木順子の８名を選任する。",鈴木　順子,可決,99.7
